fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.29,0.4,6.85,0.03,31.0,97.0,0.9938,3.29,0.58,11.4,7
6.1,0.16,0.37,1.2,0.025,29.0,68.0,0.98884,3.06,0.72,11.9,6
9.2,0.28,0.49,2.0,0.041,77.5,223.0,0.9956,3.21,0.5,9.8,6
7.7,0.23,0.49,1.3,0.057,27.0,87.0,0.9911,3.1,0.42,10.2,6
7.3,0.28,0.36,12.7,0.054,35.0,221.0,0.99741,3.41,0.64,10.0,6
8.2,0.25,0.49,8.1,0.042,52.0,163.0,0.9959,3.1,0.35,10.1,6
7.0,0.22,0.31,1.4,0.046,35.0,87.0,0.99047,3.15,0.39,10.6,7
9.1,0.28,0.34,10.7,0.029,19.5,120.0,0.99645,3.0,0.34,10.2,6
7.2,0.5,0.24,1.2,0.039,31.0,111.0,0.9918,3.21,0.51,9.0,5
6.5,0.14,0.44,1.0,0.051,43.0,167.0,0.9917,3.24,0.41,9.0,5
7.4,0.49,0.29,10.4,0.052,17.0,147.0,0.9957,3.1,0.38,10.3,5
5.8,0.3,0.32,2.0,0.021,29.0,93.0,0.98952,3.25,0.58,12.3,6
8.3,0.21,0.36,1.1,0.043,20.0,77.0,0.99249,2.89,0.68,11.2,5
7.3,0.28,0.26,12.5,0.04,47.0,172.0,0.9986,3.1,0.56,10.2,6
7.7,0.39,0.49,9.1,0.046,45.0,235.0,0.997,3.12,0.51,10.0,5
7.1,0.31,0.25,7.4,0.041,48.0,175.0,0.99601,3.19,0.6,8.9,5
6.6,0.33,0.49,1.6,0.023,29.0,107.0,0.98836,3.34,0.6,12.75,6
7.8,0.25,0.49,2.3,0.038,39.0,190.0,0.9926,3.04,0.57,9.8,7
5.8,0.4,0.42,4.9,0.047,49.0,181.0,0.99318,3.25,0.64,10.4,6
7.2,0.23,0.38,2.3,0.032,30.0,111.0,0.9908,3.28,0.64,12.9,7
6.8,0.3,0.29,6.6,0.042,38.0,175.0,0.9944,3.14,0.56,11.4,6
6.8,0.25,0.37,8.2,0.05,16.0,86.0,0.99546,2.96,0.44,10.9,6
5.6,0.295,0.3,5.4,0.033,36.0,190.0,0.9953,3.19,0.62,10.6,6
6.8,0.31,0.3,7.2,0.027,18.0,125.0,0.9928,3.06,0.35,11.0,6
5.8,0.18,0.49,1.1,0.033,17.0,110.0,0.9909,3.56,0.38,10.9,8
9.2,0.23,0.35,4.9,0.054,30.0,115.0,0.994,3.15,0.8,9.6,7
6.8,0.23,0.42,7.5,0.053,47.0,175.0,0.9961,3.2,0.5,9.6,6
6.2,0.34,0.28,7.6,0.052,48.0,198.0,0.9955,3.18,0.48,9.5,5
5.2,0.24,0.46,1.1,0.029,18.0,74.0,0.98871,3.28,0.4,11.0,6
7.4,0.24,0.26,1.2,0.034,23.0,63.0,0.9908,3.03,0.46,11.0,6
6.1,0.15,0.29,6.1,0.045,24.0,111.0,0.99348,3.23,0.49,9.3,7
8.0,0.32,0.26,1.9,0.04,32.0,167.0,0.9955,3.11,0.52,10.2,6
6.6,0.19,0.35,1.9,0.031,30.0,101.0,0.991,3.29,0.44,11.0,6
7.7,0.39,0.28,12.7,0.054,26.0,181.0,0.99831,3.25,0.57,9.1,5
6.3,0.25,0.74,1.4,0.046,13.0,71.0,0.9924,3.33,0.58,10.0,6
7.7,0.38,0.27,4.2,0.015,22.0,96.0,0.99,3.11,0.53,13.2,7
5.6,0.32,0.32,4.3,0.026,46.0,145.0,0.98889,3.41,0.39,11.2,6
6.2,0.32,0.17,5.6,0.023,24.0,144.0,0.9924,3.22,0.48,10.0,6
6.8,0.32,0.23,16.7,0.046,36.0,176.0,0.9995,3.22,0.56,9.1,5
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.99502,3.23,0.42,9.4,5
6.8,0.23,0.32,1.9,0.043,41.0,143.0,0.991,3.19,0.45,9.3,7
6.8,0.18,0.28,9.8,0.039,64.0,174.0,0.995,3.3,0.33,8.9,5
7.3,0.18,0.29,10.4,0.057,29.0,111.0,0.99815,3.16,0.58,9.5,5
6.9,0.12,0.27,8.6,0.044,45.0,104.0,0.99429,3.2,0.4,10.8,5
7.3,0.25,0.36,2.1,0.029,29.0,119.0,0.9902,3.25,0.49,11.8,7
7.4,0.26,0.26,1.2,0.035,27.0,99.0,0.98988,3.07,0.38,12.1,6
7.3,0.26,0.33,5.9,0.04,3.0,46.0,0.9944,2.88,0.54,11.5,4
7.1,0.25,0.28,14.4,0.057,6.0,41.0,0.99792,3.05,0.35,9.4,6
6.2,0.3,0.21,1.2,0.032,37.0,97.0,0.988245,3.04,0.37,12.2,5
6.4,0.2,0.22,10.6,0.053,19.0,119.0,0.99596,3.07,0.46,9.7,5
5.6,0.18,0.22,12.7,0.058,19.0,171.0,0.9973,3.33,0.39,10.2,5
6.9,0.31,0.32,1.2,0.038,29.0,111.0,0.992,3.05,0.47,10.4,6
7.3,0.19,0.27,13.9,0.057,46.0,155.0,0.99807,2.89,0.41,8.8,8
7.2,0.24,0.29,3.0,0.05,16.0,90.0,0.9959,2.93,0.5,10.0,5
7.1,0.36,0.4,6.2,0.039,67.0,200.0,0.9943,3.03,0.53,11.0,6
6.8,0.22,0.26,1.2,0.052,21.0,116.0,0.99336,3.04,0.33,9.4,6
6.9,0.24,0.39,7.8,0.045,49.0,172.0,0.99601,3.21,0.5,9.5,5
6.5,0.3,0.28,7.5,0.021,17.0,104.0,0.99456,3.35,0.42,10.9,7
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8
6.3,0.2,0.26,12.7,0.046,59.0,125.0,0.9972,3.22,0.39,10.8,6
5.3,0.6,0.34,1.1,0.051,14.0,126.0,0.9925,3.31,0.5,9.3,3
6.4,0.31,0.28,1.4,0.044,34.0,137.0,0.9931,3.36,0.55,10.8,6
6.1,0.35,0.24,2.0,0.051,38.0,121.0,0.9924,3.43,0.43,11.0,5
6.5,0.25,0.27,11.0,0.029,15.0,118.0,0.9954,3.15,0.45,9.4,6
6.6,0.16,0.21,7.8,0.119,32.0,113.0,0.99425,3.04,0.37,9.3,5
6.7,0.53,0.26,2.6,0.029,48.0,138.0,0.9889,3.22,0.37,12.2,7
6.2,0.16,0.34,1.6,0.037,34.0,125.0,0.9914,3.32,0.42,11.3,6
6.6,0.24,0.29,1.1,0.05,23.0,116.0,0.9927,3.13,0.39,10.2,5
7.6,0.48,0.37,4.5,0.03,19.0,71.0,0.992,3.03,0.38,12.4,6
6.8,0.25,0.37,6.1,0.022,36.0,108.0,0.99092,3.2,0.32,12.5,7
7.1,0.55,0.13,1.7,0.05,5.0,151.0,0.9934,3.11,0.42,10.4,4
6.0,0.29,0.2,12.0,0.04,31.0,134.0,0.9951,3.08,0.54,9.5,5
7.2,0.2,0.61,16.2,0.045,14.0,134.0,0.99805,3.17,0.5,10.9,7
6.4,0.19,0.35,5.9,0.043,49.0,159.0,0.9951,3.02,0.55,11.0,6
6.6,0.16,0.25,1.4,0.041,21.0,126.0,0.9922,3.27,0.61,10.9,7
7.7,0.34,0.26,1.2,0.026,25.0,99.0,0.9907,3.21,0.51,11.2,6
6.8,0.21,0.4,7.0,0.049,42.0,138.0,0.99546,3.22,0.59,11.0,6
6.0,0.26,0.15,9.7,0.048,30.0,111.0,0.99566,2.99,0.53,9.5,6
7.1,0.47,0.39,12.1,0.042,40.0,179.0,0.9975,3.04,0.6,9.2,5
6.6,0.39,0.28,5.4,0.045,26.0,100.0,0.994,3.19,0.38,9.0,6
7.6,0.39,0.28,4.7,0.138,32.0,177.0,0.99252,3.14,0.43,10.1,5
7.3,0.28,0.36,20.7,0.062,36.0,221.0,1.00118,3.04,0.38,9.0,7
8.1,0.2,0.36,10.2,0.048,63.0,201.0,0.9978,3.1,0.27,10.0,6
7.6,0.31,0.49,4.7,0.036,9.0,133.0,0.9927,3.16,0.52,10.5,5
6.1,0.31,0.32,2.1,0.034,40.0,121.0,0.98942,3.19,0.47,12.7,6
5.8,0.36,0.26,2.2,0.034,38.0,148.0,0.98916,3.41,0.65,12.3,7
6.7,0.33,0.36,7.5,0.053,51.5,176.0,0.9961,3.19,0.48,9.6,5
6.3,0.41,0.22,7.3,0.027,19.0,73.0,0.99151,3.15,0.7,12.6,6
6.2,0.16,0.41,1.6,0.038,67.0,182.0,0.9922,3.33,0.86,11.0,7
5.6,0.25,0.26,3.6,0.037,18.0,103.0,0.99026,3.25,0.5,10.1,5
7.4,0.25,0.37,13.5,0.066,53.0,192.0,0.9975,3.07,0.48,9.1,6
7.2,0.29,0.53,16.2,0.049,59.0,190.0,0.9979,3.04,0.4,9.0,6
6.1,0.34,0.46,1.4,0.04,34.0,115.0,0.99132,3.38,0.79,13.0,6
5.6,0.185,0.49,1.5,0.029,35.0,115.0,0.9906,3.38,0.53,10.1,6
6.0,0.42,0.19,1.4,0.032,7.0,62.0,0.99036,3.4,0.4,12.6,4
6.9,0.21,0.28,8.6,0.037,37.0,128.0,0.99438,3.18,0.39,10.4,6
6.0,0.24,0.28,1.0,0.027,18.0,135.0,0.99168,3.22,0.4,10.6,6
5.7,0.26,0.24,1.3,0.034,27.0,99.0,0.99076,3.37,0.59,11.7,7
9.7,0.24,0.4,4.9,0.037,27.0,95.0,0.9942,2.9,0.54,11.5,5
6.4,0.38,0.2,2.4,0.034,19.0,78.0,0.99057,3.3,0.4,11.94,6
7.5,0.3,0.32,1.2,0.032,27.0,80.0,0.99116,2.99,0.36,12.4,6
7.5,0.22,0.3,2.6,0.037,33.0,144.0,0.98968,3.25,0.76,11.5,6
7.0,0.29,0.37,4.9,0.025,31.0,127.0,0.99026,3.24,0.38,12.5,6
7.3,0.2,0.29,1.6,0.04,44.0,111.0,0.9949,3.23,0.33,12.0,7
5.1,0.42,0.01,1.5,0.029,23.0,109.0,0.99246,3.51,0.38,14.0,8
6.7,0.13,0.18,4.9,0.123,40.0,126.0,0.995,3.07,0.36,9.6,4
6.4,0.28,0.28,1.6,0.057,34.0,101.0,0.99382,3.37,0.42,9.8,6
7.2,0.3,0.4,7.6,0.031,39.0,164.0,0.992,3.04,0.25,11.5,6
6.7,0.25,0.23,1.4,0.038,42.0,147.0,0.99304,3.18,0.48,10.4,6
7.3,0.28,0.54,12.9,0.049,57.0,139.0,0.998,3.06,0.54,9.3,6
5.8,0.23,0.31,4.5,0.044,38.0,105.0,0.99324,3.48,0.73,11.4,6
7.1,0.35,0.86,10.5,0.038,52.0,166.0,0.99654,3.05,0.47,8.9,6
6.1,0.17,0.25,12.6,0.062,36.0,100.0,0.99524,3.3,0.45,9.0,5
6.0,0.18,0.27,1.8,0.039,41.0,150.0,0.9941,3.64,0.59,11.5,6
8.2,0.18,0.31,1.1,0.032,20.0,58.0,0.99245,3.0,0.57,11.3,6
6.0,0.28,0.27,15.5,0.039,28.0,150.0,0.9964,3.2,0.37,9.5,5
5.4,0.23,0.29,12.9,0.039,101.0,240.0,0.9981,3.29,0.38,11.2,6
8.0,0.29,0.42,3.7,0.023,40.0,139.0,0.99085,3.23,0.55,13.1,8
6.3,0.3,0.48,1.2,0.063,52.0,120.0,0.99224,3.33,0.44,10.3,6
6.2,0.33,0.42,15.6,0.039,59.0,149.0,0.9982,3.18,0.54,11.3,6
6.7,0.16,0.28,9.6,0.047,50.0,182.0,0.9954,3.54,0.76,8.9,6
7.5,0.21,0.32,1.7,0.038,48.0,141.0,0.99238,2.92,0.38,12.0,6
6.1,0.26,0.44,7.5,0.049,36.0,200.0,0.9957,3.14,0.72,9.9,6
7.2,0.26,0.33,11.8,0.053,48.0,118.0,0.9942,3.04,0.4,10.5,7
6.8,0.11,0.36,2.0,0.018,22.0,111.0,0.9922,3.36,0.82,11.9,6
7.6,0.23,0.34,1.6,0.047,40.0,141.0,0.9948,3.05,0.46,10.8,5
8.0,0.37,0.44,11.8,0.03,34.0,135.0,0.9954,3.1,0.34,13.0,8
7.7,0.12,0.34,14.4,0.056,33.0,125.0,0.9998,2.9,0.39,9.8,6
6.9,0.19,0.35,1.3,0.031,24.0,100.0,0.99248,3.09,0.46,12.5,7
7.8,0.19,0.36,1.3,0.035,21.0,58.0,0.99072,3.14,0.68,10.2,6
7.1,0.35,0.31,5.2,0.057,36.0,146.0,0.99471,3.24,0.47,8.8,5
6.2,0.3,0.23,1.1,0.047,34.0,175.0,0.99319,3.15,0.69,10.9,6
7.9,0.3,0.29,16.85,0.043,46.0,215.0,1.0,3.03,0.58,9.5,5
5.9,0.13,0.28,1.9,0.043,26.0,139.0,0.9916,3.34,0.43,10.0,5
6.9,0.19,0.49,1.4,0.045,15.0,102.0,0.9924,3.06,0.57,10.8,5
5.8,0.33,0.23,6.6,0.038,24.0,120.0,0.99188,3.13,0.36,10.5,6
5.6,0.185,0.22,12.55,0.044,46.0,113.0,0.99691,3.25,0.46,8.9,6
6.6,0.905,0.26,0.8,0.157,23.0,80.0,0.9936,3.1,0.39,9.8,4
7.2,0.08,0.39,1.3,0.044,48.0,111.0,0.9914,3.23,0.4,11.4,5
8.2,0.28,0.33,8.3,0.03,40.0,164.0,0.9932,2.98,0.33,12.7,7
6.8,0.25,0.18,1.3,0.041,30.5,175.0,0.992,3.34,0.41,10.0,6
6.9,0.41,0.43,6.2,0.065,32.0,167.0,0.99552,3.34,0.64,10.8,6
6.7,0.21,0.34,5.6,0.032,31.0,93.0,0.9914,3.12,0.52,11.8,7
6.9,0.3,0.49,7.6,0.046,40.0,168.0,0.99494,3.12,0.59,9.1,5
7.4,0.32,0.47,1.1,0.066,4.0,171.0,0.99272,3.26,0.55,9.8,4
7.4,0.105,0.42,4.5,0.03,15.0,100.0,0.99405,3.07,0.54,11.05,6
7.2,0.615,0.21,16.7,0.042,21.0,126.0,0.99828,3.4,0.44,10.1,5
7.7,0.27,0.34,1.2,0.056,12.0,167.0,0.99158,3.17,0.49,10.0,5
7.2,0.27,0.39,5.2,0.034,28.0,114.0,0.99189,3.21,0.7,11.8,6
6.9,0.19,0.32,7.9,0.05,30.0,222.0,0.99542,3.31,0.49,10.0,5
7.4,0.21,0.8,1.3,0.122,36.0,87.0,0.9946,3.08,0.42,10.1,6
7.0,0.16,0.25,14.3,0.051,25.0,172.0,0.99792,2.85,0.8,10.2,7
6.2,0.76,0.48,1.8,0.029,29.0,107.0,0.98998,3.38,0.51,13.0,8
6.2,0.33,0.29,7.6,0.052,28.0,160.0,0.99257,3.36,0.56,11.0,6
7.0,0.13,0.38,5.9,0.066,27.0,160.0,0.9954,3.23,0.5,10.1,6
7.3,0.22,0.3,1.6,0.037,23.0,99.0,0.99198,3.37,0.48,11.0,8
6.8,0.29,0.5,13.3,0.05,61.0,173.0,0.9972,3.14,0.53,9.6,4
6.6,0.22,0.58,0.9,0.06,38.0,128.0,0.99133,3.29,0.54,10.8,6
6.3,0.3,0.28,4.0,0.045,36.0,97.0,0.993,3.25,0.38,12.8,6
7.5,0.42,0.23,15.1,0.168,42.0,159.0,0.99807,3.01,0.41,9.1,5
6.4,0.26,0.21,8.2,0.04,48.0,127.0,0.99454,3.14,0.52,10.6,5
6.5,0.08,0.29,1.1,0.018,34.0,68.0,0.9922,3.01,0.74,11.7,6
7.7,0.22,0.28,12.0,0.065,83.0,162.0,0.99786,3.44,0.58,9.0,5
6.9,0.33,0.28,1.5,0.047,24.0,109.0,0.99084,3.2,0.28,11.5,5
6.9,0.19,0.35,5.8,0.054,14.0,146.0,0.9939,3.29,0.33,9.1,6
6.8,0.37,0.67,1.3,0.204,4.0,74.0,0.9926,3.05,0.56,10.3,6
6.7,0.34,0.54,15.1,0.047,35.0,148.0,0.9979,3.08,0.52,9.4,5
6.2,0.3,0.32,1.0,0.036,23.0,105.0,0.9906,3.24,0.5,11.3,7
7.5,0.22,0.35,17.5,0.049,60.0,191.0,0.9972,3.14,0.5,9.2,5
6.5,0.32,0.12,1.3,0.044,27.0,84.0,0.9937,3.22,0.37,13.0,5
6.15,0.38,0.32,7.8,0.032,38.0,146.0,0.9934,3.26,0.63,11.4,8
7.0,0.45,0.24,6.0,0.04,46.0,192.0,0.99508,3.16,0.52,9.7,6
8.6,0.34,0.31,0.95,0.024,17.0,64.0,0.99166,2.79,0.33,13.3,5
7.2,0.24,0.29,2.2,0.042,21.0,108.0,0.99118,3.43,0.41,10.8,6
8.1,0.28,0.31,1.7,0.036,26.0,119.0,0.99396,2.99,0.33,10.9,5
6.8,0.32,0.37,1.4,0.027,4.0,9.0,0.99086,3.3,0.47,10.0,5
7.0,0.15,0.29,14.7,0.058,45.0,120.0,0.9986,3.34,0.37,10.2,6
6.8,0.18,0.3,2.0,0.029,35.0,111.0,0.99089,3.4,0.55,11.9,6
7.1,0.27,0.24,9.0,0.035,35.0,156.0,0.9962,3.2,0.43,11.6,6
7.7,0.26,0.49,1.8,0.028,32.0,87.0,0.99192,2.95,0.47,11.9,7
6.0,0.24,0.28,1.0,0.038,26.0,88.0,0.9912,3.24,0.34,12.5,6
6.4,0.21,0.32,5.9,0.038,47.0,136.0,0.99068,3.26,0.54,12.7,7
6.8,0.23,0.3,12.2,0.052,50.0,149.0,0.9941,3.02,0.5,9.5,5
8.0,0.24,0.3,14.0,0.048,26.0,97.0,0.99825,3.19,0.39,9.8,5
6.8,0.3,0.35,1.5,0.047,29.0,148.0,0.9931,2.88,0.63,10.8,6
7.4,0.24,0.29,1.2,0.046,34.0,106.0,0.99118,3.42,0.4,11.3,5
7.8,0.32,0.31,31.6,0.062,23.0,171.0,1.0103,3.15,0.48,9.2,6
7.8,0.4,0.26,1.9,0.05,31.0,187.0,0.99174,3.14,0.42,11.4,6
6.4,0.15,0.36,1.8,0.034,32.0,121.0,0.9934,3.47,0.53,10.15,7
8.6,0.16,0.42,3.4,0.032,17.0,103.0,0.99184,3.14,0.36,10.5,5
6.1,0.33,0.27,1.7,0.034,25.0,114.0,0.98942,3.3,0.4,10.4,6
6.9,0.19,0.35,13.5,0.044,27.0,149.0,0.99755,2.88,0.44,9.1,5
7.2,0.27,0.74,10.9,0.041,53.0,159.0,0.9977,3.09,0.65,10.1,7
8.7,0.23,0.32,13.4,0.044,53.0,171.0,0.99975,3.14,0.48,9.2,6
6.0,0.34,0.66,15.9,0.088,21.0,193.0,0.9983,2.85,0.54,8.8,5
7.2,0.23,0.25,17.1,0.054,44.0,169.0,0.9998,3.19,0.46,9.1,5
6.8,0.14,0.18,4.6,0.048,50.0,130.0,0.99287,3.07,0.33,8.0,6
6.3,0.24,0.29,3.9,0.032,41.0,127.0,0.9904,3.18,0.37,12.5,6
7.4,0.21,0.27,8.6,0.049,22.0,94.0,0.99444,3.06,0.28,9.6,6
6.1,0.22,0.4,1.85,0.041,29.0,95.0,0.98972,3.44,0.73,10.9,6
5.6,0.21,0.32,6.5,0.046,10.0,134.0,0.9966,3.7,0.59,9.3,6
7.0,0.32,0.24,6.2,0.048,31.0,182.0,0.99116,3.08,0.44,10.1,5
7.1,0.27,0.26,8.5,0.05,24.0,115.0,0.99612,3.21,0.46,10.4,6
6.5,0.5,0.31,4.3,0.021,21.0,105.0,0.989,2.98,0.59,12.0,7
6.4,0.27,0.49,7.5,0.045,53.0,209.0,0.9957,3.18,0.5,9.7,6
6.4,0.27,0.17,3.4,0.05,31.0,112.0,0.9927,3.0,0.44,8.4,5
6.0,0.28,0.24,4.2,0.038,36.0,150.0,0.9939,3.36,0.35,11.0,6
6.1,0.43,0.35,9.1,0.048,57.0,248.0,0.9981,3.16,0.52,9.53333333333333,5
7.0,0.16,0.32,9.6,0.034,18.0,83.0,0.99362,3.19,0.62,11.3,8
9.1,0.28,0.41,1.6,0.044,15.0,116.0,0.9958,3.11,0.58,10.2,6
6.1,0.27,0.31,2.5,0.049,17.0,115.0,0.9932,3.39,0.57,10.8,6
7.0,0.21,0.42,9.1,0.03,38.0,177.0,0.9926,2.93,0.46,10.7,6
6.4,0.145,0.28,4.9,0.058,47.0,110.0,0.9946,3.23,0.76,11.0,6
8.4,0.3,0.34,13.8,0.038,46.0,155.0,0.9983,3.05,0.48,10.7,6
8.0,0.22,0.42,14.6,0.041,46.0,138.0,0.9998,3.28,0.41,9.1,5
6.8,0.26,0.32,7.0,0.044,57.0,189.0,0.99622,3.16,0.48,10.7,6
7.8,0.28,0.31,2.1,0.046,21.0,177.0,0.99143,3.22,0.5,9.8,5
7.7,0.25,0.34,15.4,0.045,44.0,193.0,0.99898,3.03,0.42,9.1,6
7.0,0.44,0.25,13.7,0.065,54.0,192.0,0.9972,2.96,0.49,8.7,4
6.8,0.39,0.31,13.65,0.073,46.0,178.0,0.9974,3.37,0.69,8.9,5
6.7,0.325,0.49,13.3,0.063,27.0,180.0,0.9981,3.18,0.68,9.2,5
7.5,0.18,0.37,10.6,0.042,52.0,166.0,0.9968,3.06,0.34,9.8,6
7.4,0.18,0.42,1.4,0.053,33.0,166.0,0.992,3.37,0.48,9.6,6
7.0,0.2,0.74,1.3,0.142,18.0,136.0,0.99304,3.09,0.43,8.7,5
7.2,0.31,0.5,10.2,0.035,44.0,182.0,0.9966,3.09,0.58,9.6,6
8.3,0.21,0.49,1.7,0.027,34.0,169.0,0.9911,3.05,0.43,12.1,5
7.1,0.14,0.28,6.8,0.047,30.0,222.0,0.99562,3.52,0.54,10.0,5
6.2,0.36,0.24,6.1,0.035,42.0,152.0,0.99425,3.14,0.6,9.9,6
7.5,0.25,0.29,2.6,0.053,16.0,116.0,0.994,3.06,0.45,9.4,6
4.9,0.235,0.28,11.4,0.036,40.0,118.0,0.99478,3.19,0.35,9.5,5
6.3,0.2,0.3,2.8,0.042,33.0,140.0,0.99162,3.31,0.5,10.7,6
8.0,0.28,0.34,9.0,0.038,19.0,76.0,0.99444,3.04,0.3,10.8,5
7.3,0.13,0.42,1.3,0.044,18.0,130.0,0.992,3.19,0.47,11.2,8
7.9,0.34,0.32,6.3,0.034,28.0,97.0,0.9926,3.21,0.7,11.0,6
5.8,0.34,0.21,6.6,0.031,30.0,141.0,0.9922,3.27,0.47,11.1,5
7.0,0.17,0.4,1.5,0.032,40.0,89.0,0.99126,3.3,0.45,10.6,6
7.7,0.27,0.49,1.8,0.037,26.0,159.0,0.9911,3.13,0.42,12.2,6
6.4,0.29,0.3,4.3,0.034,30.0,92.0,0.99028,3.2,0.63,13.1,8
7.8,0.26,0.58,11.2,0.041,18.0,132.0,0.99776,3.1,0.44,8.7,4
7.0,0.29,0.49,1.2,0.041,26.0,102.0,0.9906,3.18,0.53,12.2,5
7.9,0.18,0.49,1.5,0.035,6.0,49.0,0.9932,3.18,0.68,11.0,6
7.4,0.22,0.26,1.6,0.044,16.0,119.0,0.99383,3.16,0.53,9.8,6
6.8,0.16,0.49,2.4,0.014,22.0,84.0,0.9917,3.1,0.55,11.05,7
7.5,0.24,0.31,6.7,0.028,47.0,109.0,0.9923,2.96,0.42,10.5,6
6.5,0.29,0.52,1.4,0.047,28.0,122.0,0.99234,3.46,0.46,10.3,6
6.0,0.34,0.24,5.4,0.032,21.0,124.0,0.99076,3.25,0.44,12.3,6
6.3,0.33,0.41,2.9,0.036,17.0,102.0,0.99125,3.05,0.48,12.7,6
7.2,0.2,0.28,0.9,0.023,39.0,124.0,0.99112,3.32,0.4,12.2,7
7.3,0.28,0.37,6.9,0.055,38.0,200.0,0.9953,3.37,0.6,10.8,3
6.7,0.24,0.41,8.6,0.02,13.0,87.0,0.99456,2.98,0.38,10.9,7
7.6,0.28,0.47,1.1,0.057,22.0,184.0,0.99002,3.11,0.43,9.8,4
6.7,0.19,0.24,1.4,0.021,26.0,107.0,0.98939,3.2,0.5,11.4,6
6.5,0.28,0.29,3.6,0.012,29.0,76.0,0.98963,3.16,0.62,12.6,6
8.7,0.45,0.29,1.5,0.047,17.0,138.0,0.9956,2.99,0.46,12.6,5
6.5,0.28,0.35,3.5,0.04,20.0,93.0,0.98898,3.26,0.38,13.0,7
5.9,0.24,0.3,1.5,0.039,43.0,118.0,0.9909,3.31,0.44,10.5,6
9.4,0.24,0.34,10.7,0.04,31.0,137.0,0.9957,2.87,0.44,10.9,5
7.0,0.18,0.36,1.3,0.036,40.0,123.0,0.9932,3.24,0.54,11.3,6
7.2,0.28,0.36,1.0,0.036,30.0,132.0,0.9922,3.18,0.4,10.5,5
6.2,0.21,0.38,1.5,0.033,59.0,180.0,0.9917,3.42,0.51,11.4,5
7.7,0.28,0.58,11.1,0.036,41.0,186.0,0.9978,3.29,0.51,8.9,6
5.8,0.32,0.38,1.2,0.051,31.0,167.0,0.99212,3.02,0.88,11.6,6
6.4,0.37,0.2,14.9,0.047,26.0,182.0,0.99822,3.39,0.5,9.0,5
6.1,0.24,0.27,9.8,0.03,26.0,108.0,0.99402,3.2,0.43,11.3,7
7.0,0.36,0.21,5.8,0.157,40.0,240.0,0.99392,3.4,0.45,9.4,5
6.4,0.16,0.28,1.6,0.037,23.0,75.0,0.9908,3.34,0.6,12.0,6
6.6,0.2,0.31,2.0,0.038,41.0,111.0,0.99178,3.19,0.37,12.6,6
6.4,0.26,0.21,11.4,0.04,37.0,152.0,0.99691,3.14,0.4,9.8,5
5.5,0.3,0.1,1.3,0.037,17.0,83.0,0.99076,3.42,0.38,9.9,6
6.2,0.31,0.26,4.1,0.03,54.0,138.0,0.98946,2.99,0.42,12.1,8
6.1,0.41,0.04,1.3,0.036,26.0,93.0,0.98914,3.22,0.41,9.2,6
6.3,0.3,0.28,4.0,0.037,36.0,97.0,0.99042,3.24,0.7,12.5,8
6.7,0.4,0.27,2.6,0.034,20.0,94.0,0.98946,3.1,0.51,13.5,6
6.4,0.34,0.44,1.4,0.2,31.0,89.0,0.99166,3.27,0.51,10.3,5
6.4,0.41,0.01,1.0,0.054,20.0,97.0,0.9934,3.15,0.5,9.0,5
8.0,0.27,0.33,1.2,0.035,29.0,114.0,0.98959,3.14,0.64,10.4,6
6.6,0.39,0.3,2.9,0.034,39.0,114.0,0.98946,3.24,0.38,13.4,6
7.0,0.57,0.29,26.05,0.048,23.0,188.0,1.00295,3.17,0.88,9.6,5
7.2,0.15,0.49,1.1,0.057,35.0,146.0,0.99103,3.63,0.47,10.2,6
8.0,0.36,0.39,7.6,0.059,23.0,124.0,0.9944,3.14,0.46,11.0,6
6.7,0.11,0.27,8.6,0.039,32.0,152.0,0.99519,3.52,0.52,10.4,8
7.6,0.22,0.28,1.8,0.029,44.0,178.0,0.99038,3.06,0.57,12.1,6
6.6,0.13,0.33,5.1,0.043,24.0,140.0,0.99658,3.38,0.75,9.7,7
7.3,0.22,0.49,1.0,0.032,19.0,93.0,0.9937,3.03,0.39,12.7,7
7.2,0.15,0.32,1.8,0.034,15.0,87.0,0.99109,3.1,0.5,10.4,6
7.0,0.17,0.31,9.6,0.034,42.0,197.0,0.9947,3.22,0.49,11.5,6
5.9,0.44,0.16,1.4,0.05,17.0,97.0,0.99268,3.38,0.49,10.5,6
7.7,0.29,0.3,6.7,0.04,38.0,154.0,0.9952,3.49,0.62,12.2,7
6.2,0.36,0.14,5.9,0.052,10.0,107.0,0.99458,3.15,0.63,9.2,5
7.6,0.3,0.4,1.8,0.043,47.0,176.0,0.99166,3.29,0.82,11.6,6
6.9,0.19,0.6,15.6,0.046,47.0,156.0,0.9991,3.42,0.77,9.1,6
6.2,0.37,0.27,2.5,0.035,40.0,132.0,0.9895,3.34,0.42,11.9,6
6.0,0.37,0.16,7.6,0.08,38.0,210.0,0.99771,3.56,0.63,9.2,6
6.9,0.18,0.36,1.7,0.034,44.0,150.0,0.9928,3.25,0.35,11.7,8
6.8,0.27,0.37,9.1,0.044,16.0,128.0,0.9948,3.22,0.5,8.7,6
6.6,0.26,0.28,1.8,0.037,27.0,132.0,0.9921,3.34,0.46,11.4,6
