Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,1,male,54.21037327407652,0,0,10.712276909816385,S
0,3,male,25.335406563274216,0,0,8.23150649174818,S
1,1,male,10.05397688116629,0,0,35.81966539780048,C
0,3,male,25.55327385130612,0,0,9.517346352994918,S
0,2,male,25.60403585899299,0,0,29.041451005531272,S
0,3,male,26.42610496826545,0,0,10.324364800246757,Q
1,2,female,6.54193106158278,1,2,40.42521780001088,C
0,2,male,24.669195213938902,0,0,11.828406749696606,S
0,2,male,26.218546909058897,0,0,12.392675692729272,C
1,1,female,52.1021625000934,0,1,95.07904019782319,C
0,2,male,31.71431485313505,2,0,35.683203739186354,S
0,3,male,24.825308762684173,0,0,7.740185771947251,S
0,3,male,23.340641044562304,0,0,10.2974780931596,S
1,2,male,29.428855858287292,0,0,72.80955265458982,S
1,3,female,26.68620956752447,0,0,14.749673137824923,S
1,2,male,55.78259707728313,0,0,15.63548569385114,C
0,3,male,42.38680797756075,0,0,5.69741067648974,Q
0,3,male,28.203651055973523,0,0,9.670338548663493,S
1,1,female,21.6130821345384,0,2,79.78837507829087,S
1,1,female,41.97221284232774,2,0,76.88192250294941,C
0,3,female,45.418717870151,0,0,9.074261570828705,S
1,3,female,11.221431674308063,3,2,36.98555256511127,S
1,2,female,30.056834336529562,1,1,45.734432855120616,C
0,3,male,6.186786902680101,0,2,35.148753965396594,S
0,3,male,38.457514630522994,0,0,9.33659927094909,S
0,3,female,9.4346527399689,0,2,17.09373001128703,S
1,3,male,26.132265087075222,0,0,11.298049497017336,S
1,3,male,44.58520513688291,0,0,14.061986138933865,S
0,1,female,30.66383002392685,1,0,97.63366970055014,C
1,3,female,21.40331762043296,0,0,9.953241700552342,S
1,3,male,45.31414277009562,0,0,9.674723945680734,S
1,1,female,25.138355195218594,1,0,33.426518477726646,C
0,3,male,23.844496897947796,0,0,4.750951878156288,S
1,2,female,46.724993837031725,1,0,11.735325198620929,S
1,1,female,31.32264321641628,0,0,29.070568257549393,S
1,1,female,59.79975309007389,1,0,75.29360384722942,S
0,3,male,42.38780537001914,0,1,14.132887252447269,S
1,3,male,49.39397647266605,1,0,10.573848695685362,C
1,2,female,24.16704980999332,1,3,33.058783666512014,S
1,3,female,9.79510568935152,4,2,29.070584098601778,S
1,3,male,25.99123036228313,0,0,11.525214768923226,S
0,2,female,45.51703648238133,0,0,13.137457755241583,S
0,3,male,25.83961053269612,0,0,7.780961674722336,S
0,2,male,4.340665025981741,2,2,30.557520632104083,S
0,1,male,22.370330710972084,1,1,89.27279909358629,C
1,2,female,41.90455917453665,0,0,15.41010002637697,S
0,2,male,28.81048973179695,0,0,10.755787757197796,S
0,3,male,30.24653380349639,1,0,14.380405427362,S
1,1,female,39.01203950426739,1,0,83.04610066361617,Q
0,3,male,56.279422218408925,0,0,5.991284389150815,S
0,3,male,31.299448994953526,0,0,8.449417569666075,S
1,1,female,10.018529297719102,0,0,35.08423988183078,C
1,1,male,46.71534271175333,2,2,96.17307709469122,S
1,1,male,42.17390441912537,0,0,29.19681399042144,C
0,3,male,22.683712543816867,0,1,11.365253466639901,C
0,3,male,33.39706096454861,0,0,7.485349428641338,S
0,2,male,23.962811937430526,0,0,8.967751471849141,Q
0,3,male,28.756247761604183,0,0,8.499302537701116,S
1,1,male,51.97306652772458,0,0,27.849905526581306,S
1,3,male,25.727559001866464,0,0,8.09265100525818,S
1,3,female,46.1740211410516,1,3,213.04543172214898,S
0,1,male,58.47430866315167,1,0,84.76268789672338,C
0,3,male,26.486028840858815,0,0,12.236097102700649,S
1,3,male,29.358299427283665,0,0,12.020514943541295,S
0,3,female,11.904494053092087,3,2,25.01479448748378,S
0,2,male,22.53731878549437,0,0,9.395528560938324,S
0,2,male,48.52618823228024,0,0,12.899807831947433,S
1,1,female,27.37903714291766,1,0,87.28240726016449,C
0,3,male,22.894530436039904,0,0,11.264057755832393,S
0,3,female,31.84691665583803,1,0,11.559183423347973,S
0,2,male,29.42480451739553,0,1,25.087492804171447,S
